User_ID,Topic,Self-Confidence,AI-Adjusted Confidence,Errors,Transition Difficulty,Learning Modality,Frustration
user_686,Diffusion Models,10,9,None,LOW,Hands-on Coding,No
user_607,CNNs,5,4,None,HIGH,Video,Yes
user_169,RNNs,4,3,Misused dropout layers,HIGH,Hands-on Coding,No
user_975,Reinforcement Learning,3,1,None,MEDIUM,Peer Discussion,No
user_367,RNNs,7,5,Incorrect weight initialization,MEDIUM,Peer Discussion,No
user_437,Diffusion Models,1,1,Misclassified overfitting vs underfitting,HIGH,Reading & Notes,No
user_578,Neural Networks,6,6,Failed to normalize input data,MEDIUM,Video,No
user_894,Ethical AI,4,4,Failed to normalize input data,LOW,Peer Discussion,No
user_971,Vector Search,10,9,Misclassified overfitting vs underfitting,LOW,Video,No
user_050,Few-shot Learning,4,2,Confused batch vs. stochastic gradient descent,HIGH,Hands-on Coding,Yes
user_002,CNNs,7,5,Misused activation function,MEDIUM,Reading & Notes,No
user_169,Overfitting and Regularization,7,5,None,HIGH,Reading & Notes,No
user_292,Backpropagation,5,5,Incorrect embedding interpretation,HIGH,Hands-on Coding,No
user_688,Word Embeddings,7,6,Misclassified overfitting vs underfitting,MEDIUM,Reading & Notes,No
user_013,Self-supervised Learning,8,6,Confused reinforcement learning reward shaping,MEDIUM,Hands-on Coding,No
user_778,Attention Mechanisms,6,6,None,LOW,Reading & Notes,No
user_990,Transformers,1,1,None,LOW,Hands-on Coding,No
user_945,Backpropagation,1,1,Incorrect weight initialization,LOW,Hands-on Coding,No
user_902,GANs,3,2,None,HIGH,Reading & Notes,No
user_639,Neural Networks,2,1,Confused reinforcement learning reward shaping,LOW,Video,No
user_105,Optimization Techniques,6,5,Confused reinforcement learning reward shaping,HIGH,Peer Discussion,Yes
user_267,Overfitting and Regularization,10,9,None,MEDIUM,Hands-on Coding,No
user_041,Vector Search,5,5,Confused reinforcement learning reward shaping,HIGH,Hands-on Coding,Yes
user_616,Few-shot Learning,1,1,Confused batch vs. stochastic gradient descent,MEDIUM,Reading & Notes,No
user_237,Attention Mechanisms,10,9,Confused convolutional filters,LOW,Video,No
user_157,RNNs,8,6,None,HIGH,Video,No
user_433,RNNs,10,8,None,HIGH,Reading & Notes,Yes
user_428,Word Embeddings,3,1,Confused reinforcement learning reward shaping,LOW,Reading & Notes,No
user_362,Word Embeddings,7,7,None,LOW,Reading & Notes,No
user_243,Attention Mechanisms,6,4,None,HIGH,Video,No
user_155,Vector Search,3,1,None,HIGH,Reading & Notes,Yes
user_763,Gradient Descent,5,3,Misused dropout layers,MEDIUM,Reading & Notes,No
user_014,Explainability in AI,6,6,Confused batch vs. stochastic gradient descent,HIGH,Video,No
user_155,Optimization Techniques,5,5,Incorrect weight initialization,LOW,Reading & Notes,No
user_274,Neural Networks,1,1,Confused batch vs. stochastic gradient descent,LOW,Reading & Notes,No
user_070,Word Embeddings,1,1,Confused convolutional filters,HIGH,Peer Discussion,Yes
user_342,Neural Networks,10,10,None,MEDIUM,Reading & Notes,No
user_521,Gradient Descent,7,6,None,HIGH,Hands-on Coding,Yes
user_066,Multi-modal Learning,9,7,None,HIGH,Video,Yes
user_996,Gradient Descent,9,9,None,MEDIUM,Video,No
user_383,Neural Networks,1,1,None,LOW,Peer Discussion,No
user_810,Backpropagation,8,6,None,HIGH,Hands-on Coding,Yes
user_106,Transformers,8,8,None,HIGH,Video,No
user_468,Gradient Descent,1,1,None,LOW,Video,No
user_604,Reinforcement Learning,9,9,Confused reinforcement learning reward shaping,LOW,Reading & Notes,No
user_234,GANs,3,2,Incorrect weight initialization,HIGH,Peer Discussion,Yes
user_900,Diffusion Models,7,7,Misused dropout layers,HIGH,Video,No
user_272,Gradient Descent,5,3,None,HIGH,Hands-on Coding,Yes
user_471,Self-supervised Learning,4,2,Failed to normalize input data,HIGH,Video,No
user_527,Optimization Techniques,8,6,None,MEDIUM,Peer Discussion,No
user_039,LLMs in Real-World Applications,2,2,Failed to normalize input data,HIGH,Reading & Notes,No
user_014,Backpropagation,4,2,Incorrect embedding interpretation,MEDIUM,Reading & Notes,No
user_067,Transformers,1,1,None,HIGH,Video,Yes
user_148,Backpropagation,9,9,Failed to normalize input data,LOW,Reading & Notes,No
user_564,Backpropagation,3,3,Incorrect weight initialization,LOW,Video,No
user_004,Multi-modal Learning,4,3,None,LOW,Peer Discussion,No
user_016,Reinforcement Learning,4,2,None,MEDIUM,Video,No
user_509,Zero-shot Learning,9,8,Confused batch vs. stochastic gradient descent,MEDIUM,Hands-on Coding,No
user_455,Backpropagation,1,1,Misunderstood positional encoding in transformers,LOW,Hands-on Coding,No
user_207,Transformers,10,10,Failed to normalize input data,MEDIUM,Peer Discussion,No
user_567,Vector Search,3,1,None,MEDIUM,Reading & Notes,No
user_308,CNNs,4,2,Confused batch vs. stochastic gradient descent,HIGH,Reading & Notes,Yes
user_514,Diffusion Models,2,1,None,HIGH,Video,Yes
user_540,CNNs,8,8,Incorrect embedding interpretation,LOW,Hands-on Coding,No
user_693,Zero-shot Learning,2,1,Incorrect embedding interpretation,LOW,Peer Discussion,No
user_957,Explainability in AI,5,5,Confused batch vs. stochastic gradient descent,MEDIUM,Hands-on Coding,No
user_460,Attention Mechanisms,10,8,None,MEDIUM,Reading & Notes,No
user_837,Optimization Techniques,9,7,None,LOW,Reading & Notes,No
user_282,Explainability in AI,4,3,None,HIGH,Peer Discussion,No
user_883,Zero-shot Learning,10,10,Confused reinforcement learning reward shaping,MEDIUM,Video,No
user_048,RNNs,2,2,Confused reinforcement learning reward shaping,HIGH,Video,Yes
user_373,Backpropagation,6,6,None,LOW,Peer Discussion,No
user_340,Ethical AI,10,8,Misunderstood positional encoding in transformers,MEDIUM,Reading & Notes,No
user_464,Reinforcement Learning,2,1,None,MEDIUM,Peer Discussion,No
user_549,Optimization Techniques,2,2,None,MEDIUM,Hands-on Coding,No
user_712,Ethical AI,4,4,Incorrect weight initialization,MEDIUM,Reading & Notes,No
user_093,Explainability in AI,10,9,None,LOW,Reading & Notes,No
user_341,Diffusion Models,2,2,Confused reinforcement learning reward shaping,MEDIUM,Peer Discussion,No
user_623,Reinforcement Learning,9,9,Misused activation function,HIGH,Peer Discussion,No
user_557,Transformers,8,6,Incorrect embedding interpretation,HIGH,Video,Yes
user_911,LLMs in Real-World Applications,5,5,Misclassified overfitting vs underfitting,HIGH,Hands-on Coding,No
user_839,Optimization Techniques,3,1,Misused dropout layers,MEDIUM,Reading & Notes,No
user_641,Vector Search,5,4,Incorrect weight initialization,HIGH,Peer Discussion,No
user_313,Vector Search,3,1,Misunderstood positional encoding in transformers,LOW,Reading & Notes,No
user_394,LLMs in Real-World Applications,8,7,None,HIGH,Hands-on Coding,Yes
user_464,Self-supervised Learning,5,4,Misclassified overfitting vs underfitting,HIGH,Peer Discussion,No
user_103,Neural Networks,5,4,Confused convolutional filters,MEDIUM,Hands-on Coding,No
user_608,Explainability in AI,5,5,Misunderstood positional encoding in transformers,MEDIUM,Hands-on Coding,No
user_065,Gradient Descent,2,2,Incorrect embedding interpretation,MEDIUM,Peer Discussion,No
user_296,Zero-shot Learning,3,2,Failed to normalize input data,MEDIUM,Peer Discussion,No
user_774,Gradient Descent,9,7,Incorrect weight initialization,LOW,Peer Discussion,No
user_827,Few-shot Learning,7,6,Misunderstood positional encoding in transformers,LOW,Video,No
user_954,Attention Mechanisms,7,6,Incorrect weight initialization,LOW,Hands-on Coding,No
user_759,Gradient Descent,8,6,Misclassified overfitting vs underfitting,LOW,Peer Discussion,No
user_114,RNNs,1,1,Misused dropout layers,HIGH,Reading & Notes,No
user_445,Autoencoders,3,3,Confused reinforcement learning reward shaping,MEDIUM,Video,No
user_907,Gradient Descent,9,7,None,MEDIUM,Hands-on Coding,No
user_539,Few-shot Learning,8,6,None,LOW,Hands-on Coding,No
user_153,Overfitting and Regularization,3,3,Confused reinforcement learning reward shaping,MEDIUM,Hands-on Coding,No
user_945,Backpropagation,7,6,None,MEDIUM,Video,No
user_964,Explainability in AI,3,2,Failed to normalize input data,MEDIUM,Reading & Notes,No
user_875,Diffusion Models,10,9,None,HIGH,Reading & Notes,No
user_872,LLMs in Real-World Applications,8,6,Confused convolutional filters,LOW,Peer Discussion,No
user_999,Self-supervised Learning,4,3,Misused dropout layers,MEDIUM,Video,No
user_255,Gradient Descent,7,6,None,MEDIUM,Reading & Notes,No
user_676,Backpropagation,2,1,None,HIGH,Video,Yes
user_651,Overfitting and Regularization,9,9,Confused convolutional filters,MEDIUM,Reading & Notes,No
user_151,Explainability in AI,5,5,Misused dropout layers,MEDIUM,Reading & Notes,No
user_145,Transformers,10,9,Confused reinforcement learning reward shaping,MEDIUM,Video,No
user_351,LLMs in Real-World Applications,5,5,None,LOW,Reading & Notes,No
user_855,Word Embeddings,2,1,Incorrect weight initialization,HIGH,Peer Discussion,Yes
user_167,Self-supervised Learning,10,8,Misclassified overfitting vs underfitting,MEDIUM,Peer Discussion,No
user_564,Backpropagation,4,2,Misunderstood positional encoding in transformers,MEDIUM,Hands-on Coding,No
user_239,GANs,8,7,Confused convolutional filters,HIGH,Reading & Notes,Yes
user_495,Multi-modal Learning,4,4,None,LOW,Reading & Notes,No
user_381,Autoencoders,5,4,Misused dropout layers,LOW,Video,No
user_826,Self-supervised Learning,2,1,None,HIGH,Hands-on Coding,No
user_860,Explainability in AI,2,2,None,LOW,Video,No
user_099,CNNs,6,6,Misclassified overfitting vs underfitting,MEDIUM,Hands-on Coding,No
user_978,Neural Networks,1,1,None,HIGH,Hands-on Coding,Yes
user_758,Backpropagation,7,5,Incorrect weight initialization,LOW,Peer Discussion,No
user_454,Few-shot Learning,3,2,Misclassified overfitting vs underfitting,HIGH,Peer Discussion,No
user_511,Few-shot Learning,7,6,Failed to normalize input data,HIGH,Peer Discussion,No
user_244,RNNs,7,7,None,HIGH,Video,No
user_570,Transformers,7,7,None,MEDIUM,Hands-on Coding,No
user_217,Optimization Techniques,1,1,None,MEDIUM,Video,No
user_402,Gradient Descent,5,3,Misunderstood positional encoding in transformers,HIGH,Video,No
user_528,Diffusion Models,8,8,Misclassified overfitting vs underfitting,HIGH,Video,Yes
user_401,Backpropagation,5,4,Incorrect weight initialization,HIGH,Video,No
user_021,Self-supervised Learning,2,2,Incorrect weight initialization,HIGH,Peer Discussion,Yes
user_386,Overfitting and Regularization,9,9,None,MEDIUM,Video,No
user_782,Reinforcement Learning,7,7,Misunderstood positional encoding in transformers,LOW,Peer Discussion,No
user_561,Backpropagation,4,3,Misused dropout layers,MEDIUM,Video,No
user_136,Word Embeddings,10,9,Confused convolutional filters,HIGH,Reading & Notes,Yes
user_591,Overfitting and Regularization,5,4,Misused dropout layers,LOW,Hands-on Coding,No
user_428,Gradient Descent,7,5,None,MEDIUM,Peer Discussion,No
user_720,Backpropagation,10,10,Incorrect embedding interpretation,HIGH,Peer Discussion,Yes
user_043,Few-shot Learning,4,4,Confused batch vs. stochastic gradient descent,MEDIUM,Reading & Notes,No
user_209,Attention Mechanisms,3,3,None,MEDIUM,Reading & Notes,No
user_323,Gradient Descent,8,7,Failed to normalize input data,LOW,Peer Discussion,No
user_678,Multi-modal Learning,10,9,Confused batch vs. stochastic gradient descent,MEDIUM,Video,No
user_742,Few-shot Learning,9,9,Confused convolutional filters,HIGH,Peer Discussion,Yes
user_374,CNNs,1,1,None,MEDIUM,Video,No
user_902,Transformers,1,1,Confused reinforcement learning reward shaping,HIGH,Hands-on Coding,Yes
user_831,LLMs in Real-World Applications,3,2,Confused convolutional filters,LOW,Peer Discussion,No
user_781,Neural Networks,5,5,Confused convolutional filters,MEDIUM,Video,No
user_150,Neural Networks,4,2,None,MEDIUM,Reading & Notes,No
user_078,Reinforcement Learning,5,3,None,HIGH,Peer Discussion,No
user_692,GANs,8,7,Incorrect weight initialization,HIGH,Hands-on Coding,Yes
user_695,CNNs,4,4,None,MEDIUM,Hands-on Coding,No
user_685,RNNs,1,1,None,HIGH,Peer Discussion,No
user_589,Optimization Techniques,5,3,Failed to normalize input data,MEDIUM,Peer Discussion,No
user_002,Neural Networks,5,3,Confused convolutional filters,HIGH,Reading & Notes,Yes
user_910,GANs,4,2,Misclassified overfitting vs underfitting,LOW,Video,No
user_803,Multi-modal Learning,10,8,Misused activation function,HIGH,Hands-on Coding,No
user_932,Few-shot Learning,10,9,None,MEDIUM,Peer Discussion,No
user_411,Zero-shot Learning,6,6,Incorrect weight initialization,MEDIUM,Peer Discussion,No
user_136,Backpropagation,6,5,Incorrect weight initialization,MEDIUM,Hands-on Coding,No
user_041,Gradient Descent,3,3,Misused dropout layers,MEDIUM,Peer Discussion,No
user_182,RNNs,6,6,Misused dropout layers,MEDIUM,Video,No
user_444,Ethical AI,4,3,Incorrect weight initialization,LOW,Peer Discussion,No
user_033,RNNs,3,2,Incorrect embedding interpretation,MEDIUM,Video,No
user_754,Transformers,1,1,Confused convolutional filters,LOW,Hands-on Coding,No
user_430,Neural Networks,3,2,None,LOW,Peer Discussion,No
user_507,CNNs,1,1,Misused activation function,LOW,Video,No
user_083,Gradient Descent,3,1,None,MEDIUM,Video,No
user_461,Vector Search,2,1,Misused dropout layers,HIGH,Reading & Notes,No
user_224,Optimization Techniques,1,1,Confused convolutional filters,LOW,Reading & Notes,No
user_605,RNNs,7,6,Incorrect embedding interpretation,HIGH,Reading & Notes,No
user_698,Optimization Techniques,3,2,Confused reinforcement learning reward shaping,LOW,Peer Discussion,No
user_639,Few-shot Learning,8,8,Confused reinforcement learning reward shaping,MEDIUM,Video,No
user_342,Word Embeddings,5,3,None,MEDIUM,Hands-on Coding,No
user_172,GANs,9,9,None,LOW,Reading & Notes,No
user_677,Attention Mechanisms,9,7,None,HIGH,Video,Yes
user_430,Reinforcement Learning,8,8,None,HIGH,Reading & Notes,No
user_099,Gradient Descent,9,7,Confused reinforcement learning reward shaping,HIGH,Reading & Notes,No
user_050,Overfitting and Regularization,2,2,Incorrect embedding interpretation,HIGH,Hands-on Coding,Yes
user_687,Backpropagation,9,7,Confused batch vs. stochastic gradient descent,LOW,Video,No
user_428,LLMs in Real-World Applications,6,6,Misunderstood positional encoding in transformers,MEDIUM,Video,No
user_947,GANs,5,3,None,HIGH,Hands-on Coding,Yes
user_751,Zero-shot Learning,9,7,None,HIGH,Reading & Notes,Yes
user_843,Zero-shot Learning,10,10,None,HIGH,Hands-on Coding,Yes
user_796,CNNs,4,4,Confused batch vs. stochastic gradient descent,MEDIUM,Video,No
user_988,Multi-modal Learning,8,7,Misused dropout layers,MEDIUM,Video,No
user_821,Overfitting and Regularization,8,8,Misused activation function,LOW,Video,No
user_276,Autoencoders,9,9,Misused dropout layers,LOW,Hands-on Coding,No
user_103,Ethical AI,5,3,Misused activation function,MEDIUM,Peer Discussion,No
user_630,Transformers,1,1,Failed to normalize input data,LOW,Peer Discussion,No
user_997,CNNs,9,8,None,MEDIUM,Hands-on Coding,No
user_708,Diffusion Models,8,7,Misunderstood positional encoding in transformers,MEDIUM,Peer Discussion,No
user_898,Word Embeddings,4,2,Misclassified overfitting vs underfitting,MEDIUM,Reading & Notes,No
user_829,Diffusion Models,2,1,Failed to normalize input data,LOW,Hands-on Coding,No
user_793,Attention Mechanisms,10,9,Incorrect embedding interpretation,MEDIUM,Video,No
user_182,Backpropagation,6,6,Confused reinforcement learning reward shaping,HIGH,Peer Discussion,Yes
user_587,Attention Mechanisms,1,1,Confused convolutional filters,MEDIUM,Peer Discussion,No
user_804,Self-supervised Learning,6,5,Confused reinforcement learning reward shaping,HIGH,Reading & Notes,Yes
user_602,Gradient Descent,3,3,None,LOW,Peer Discussion,No
user_281,CNNs,9,7,Failed to normalize input data,LOW,Peer Discussion,No
user_521,Transformers,1,1,Confused convolutional filters,HIGH,Peer Discussion,Yes
user_394,Explainability in AI,6,5,None,HIGH,Video,No
user_243,Multi-modal Learning,4,3,None,LOW,Peer Discussion,No
user_225,Ethical AI,1,1,None,LOW,Video,No
user_835,Neural Networks,6,4,None,MEDIUM,Reading & Notes,No
user_939,CNNs,10,9,None,HIGH,Hands-on Coding,Yes
user_536,Autoencoders,10,10,None,MEDIUM,Peer Discussion,No
user_088,Multi-modal Learning,3,3,Misused dropout layers,MEDIUM,Hands-on Coding,No
user_341,LLMs in Real-World Applications,8,8,Misunderstood positional encoding in transformers,HIGH,Peer Discussion,Yes
user_210,LLMs in Real-World Applications,10,10,Misunderstood positional encoding in transformers,HIGH,Reading & Notes,Yes
user_497,Backpropagation,10,8,None,HIGH,Reading & Notes,Yes
user_672,Multi-modal Learning,2,2,Misclassified overfitting vs underfitting,HIGH,Hands-on Coding,Yes
user_927,Backpropagation,7,7,Incorrect embedding interpretation,LOW,Peer Discussion,No
user_311,Autoencoders,6,5,Incorrect embedding interpretation,LOW,Hands-on Coding,No
user_085,Reinforcement Learning,10,10,Misused activation function,LOW,Video,No
user_264,GANs,6,5,Failed to normalize input data,HIGH,Video,No
user_070,Overfitting and Regularization,6,5,Misused dropout layers,MEDIUM,Reading & Notes,No
user_817,Neural Networks,1,1,Failed to normalize input data,LOW,Peer Discussion,No
user_384,Attention Mechanisms,2,1,None,MEDIUM,Peer Discussion,No
user_415,RNNs,3,2,None,LOW,Reading & Notes,No
user_883,Zero-shot Learning,4,4,None,MEDIUM,Video,No
user_974,Explainability in AI,9,7,None,LOW,Video,No
user_571,Neural Networks,2,2,Incorrect embedding interpretation,MEDIUM,Video,No
user_873,Diffusion Models,3,1,Incorrect weight initialization,HIGH,Video,Yes
user_278,GANs,1,1,Incorrect weight initialization,LOW,Reading & Notes,No
user_787,Self-supervised Learning,5,5,None,HIGH,Hands-on Coding,Yes
user_307,Backpropagation,4,2,Misused dropout layers,HIGH,Peer Discussion,Yes
user_755,Word Embeddings,5,3,Confused reinforcement learning reward shaping,MEDIUM,Video,No
user_218,Gradient Descent,10,8,Confused convolutional filters,HIGH,Video,Yes
user_306,CNNs,7,6,None,LOW,Video,No
user_139,Reinforcement Learning,1,1,None,MEDIUM,Hands-on Coding,No
user_241,Overfitting and Regularization,2,1,Failed to normalize input data,HIGH,Hands-on Coding,No
user_834,Reinforcement Learning,10,10,Confused convolutional filters,MEDIUM,Peer Discussion,No
user_297,Autoencoders,9,7,Incorrect weight initialization,HIGH,Peer Discussion,No
user_255,Neural Networks,4,2,None,HIGH,Peer Discussion,Yes
user_900,Autoencoders,3,2,None,HIGH,Video,No
user_431,RNNs,5,4,Confused batch vs. stochastic gradient descent,LOW,Hands-on Coding,No
user_411,LLMs in Real-World Applications,6,5,Misused dropout layers,LOW,Peer Discussion,No
user_072,Autoencoders,7,7,Misused dropout layers,LOW,Peer Discussion,No
user_662,Vector Search,2,2,Misclassified overfitting vs underfitting,LOW,Reading & Notes,No
user_308,Self-supervised Learning,4,2,Misused activation function,HIGH,Reading & Notes,No
user_802,Word Embeddings,4,4,Confused convolutional filters,HIGH,Peer Discussion,No
user_336,Vector Search,6,5,Confused convolutional filters,LOW,Hands-on Coding,No
user_768,Overfitting and Regularization,5,3,Confused reinforcement learning reward shaping,LOW,Hands-on Coding,No
user_405,Backpropagation,4,3,None,HIGH,Video,Yes
user_120,Self-supervised Learning,4,3,Incorrect embedding interpretation,MEDIUM,Peer Discussion,No
user_036,Attention Mechanisms,9,9,Failed to normalize input data,MEDIUM,Peer Discussion,No
user_762,GANs,9,7,Incorrect embedding interpretation,HIGH,Reading & Notes,No
user_008,Transformers,7,7,Misunderstood positional encoding in transformers,HIGH,Video,No
user_895,CNNs,7,6,Incorrect embedding interpretation,MEDIUM,Peer Discussion,No
user_818,RNNs,9,8,None,LOW,Hands-on Coding,No
user_873,GANs,6,5,None,HIGH,Video,Yes
user_381,Word Embeddings,2,2,Misused dropout layers,MEDIUM,Hands-on Coding,No
user_129,Overfitting and Regularization,9,9,Confused convolutional filters,HIGH,Hands-on Coding,No
user_435,LLMs in Real-World Applications,6,6,Incorrect weight initialization,LOW,Peer Discussion,No
user_133,Overfitting and Regularization,2,1,Misunderstood positional encoding in transformers,HIGH,Reading & Notes,No
user_265,Explainability in AI,10,8,None,HIGH,Hands-on Coding,Yes
user_692,Diffusion Models,1,1,Incorrect weight initialization,LOW,Reading & Notes,No
user_997,Neural Networks,6,5,Misclassified overfitting vs underfitting,LOW,Video,No
user_545,Self-supervised Learning,1,1,Misunderstood positional encoding in transformers,HIGH,Reading & Notes,Yes
user_252,GANs,8,6,None,MEDIUM,Hands-on Coding,No
user_265,Reinforcement Learning,7,6,Incorrect weight initialization,HIGH,Reading & Notes,Yes
user_230,CNNs,1,1,None,MEDIUM,Reading & Notes,No
user_233,Backpropagation,7,5,None,HIGH,Hands-on Coding,No
user_942,GANs,9,8,None,MEDIUM,Reading & Notes,No
user_461,LLMs in Real-World Applications,9,8,Incorrect weight initialization,MEDIUM,Hands-on Coding,No
user_888,Transformers,9,8,Confused reinforcement learning reward shaping,LOW,Peer Discussion,No
user_571,Word Embeddings,3,1,Confused convolutional filters,HIGH,Reading & Notes,No
user_627,LLMs in Real-World Applications,1,1,None,HIGH,Reading & Notes,No
user_776,Ethical AI,1,1,None,MEDIUM,Hands-on Coding,No
user_790,Gradient Descent,6,6,Confused batch vs. stochastic gradient descent,MEDIUM,Video,No
user_652,Vector Search,8,8,Misunderstood positional encoding in transformers,LOW,Reading & Notes,No
user_187,CNNs,9,9,Confused batch vs. stochastic gradient descent,LOW,Video,No
user_890,Multi-modal Learning,6,6,Misused dropout layers,HIGH,Hands-on Coding,Yes
user_478,LLMs in Real-World Applications,9,9,None,LOW,Reading & Notes,No
user_259,Multi-modal Learning,10,9,None,LOW,Reading & Notes,No
user_321,Explainability in AI,5,4,None,LOW,Video,No
user_475,Neural Networks,1,1,None,LOW,Peer Discussion,No
user_733,Explainability in AI,7,7,Confused reinforcement learning reward shaping,LOW,Peer Discussion,No
user_046,Multi-modal Learning,4,4,Confused convolutional filters,LOW,Peer Discussion,No
user_678,Self-supervised Learning,4,3,Incorrect weight initialization,HIGH,Peer Discussion,No
user_607,GANs,2,1,Confused batch vs. stochastic gradient descent,HIGH,Reading & Notes,Yes
user_762,Optimization Techniques,5,4,Confused reinforcement learning reward shaping,MEDIUM,Video,No
user_440,RNNs,8,7,None,HIGH,Reading & Notes,No
user_365,Word Embeddings,10,9,Misclassified overfitting vs underfitting,MEDIUM,Reading & Notes,No
user_103,LLMs in Real-World Applications,9,8,None,LOW,Peer Discussion,No
user_803,LLMs in Real-World Applications,8,6,Confused batch vs. stochastic gradient descent,HIGH,Hands-on Coding,Yes
user_445,Word Embeddings,4,2,Incorrect weight initialization,LOW,Reading & Notes,No
user_153,Few-shot Learning,1,1,Incorrect embedding interpretation,MEDIUM,Reading & Notes,No
user_102,Backpropagation,6,4,Incorrect embedding interpretation,MEDIUM,Hands-on Coding,No
user_068,RNNs,6,4,Incorrect embedding interpretation,HIGH,Video,No
user_809,Attention Mechanisms,8,8,Incorrect embedding interpretation,MEDIUM,Peer Discussion,No
user_446,Multi-modal Learning,8,8,Incorrect embedding interpretation,HIGH,Peer Discussion,Yes
user_883,Explainability in AI,9,9,None,MEDIUM,Reading & Notes,No
user_346,Explainability in AI,10,8,Misused dropout layers,HIGH,Hands-on Coding,Yes
user_448,Few-shot Learning,6,6,Confused batch vs. stochastic gradient descent,HIGH,Video,No
user_630,Optimization Techniques,7,6,None,MEDIUM,Hands-on Coding,No
user_422,Attention Mechanisms,4,4,None,HIGH,Reading & Notes,Yes
user_901,Zero-shot Learning,9,9,Confused convolutional filters,LOW,Hands-on Coding,No
user_884,Overfitting and Regularization,6,4,Misused dropout layers,HIGH,Video,No
user_422,Explainability in AI,6,5,Misunderstood positional encoding in transformers,MEDIUM,Hands-on Coding,No
user_576,Reinforcement Learning,8,7,Incorrect embedding interpretation,HIGH,Hands-on Coding,No
user_888,Optimization Techniques,5,3,Failed to normalize input data,LOW,Hands-on Coding,No
user_611,Transformers,4,4,Confused batch vs. stochastic gradient descent,MEDIUM,Hands-on Coding,No
user_215,Multi-modal Learning,1,1,Incorrect embedding interpretation,MEDIUM,Reading & Notes,No
user_588,Zero-shot Learning,1,1,Misused dropout layers,MEDIUM,Reading & Notes,No
