User_ID,Topic,Self-Confidence,AI-Adjusted Confidence,Errors,Transition Difficulty,Learning Modality,Frustration
user_802,Multi-modal Learning,2,1,Incorrect weight initialization,LOW,Peer Discussion,No
user_494,Optimization Techniques,5,5,Failed to normalize input data,LOW,Reading & Notes,No
user_145,Self-supervised Learning,8,8,None,HIGH,Peer Discussion,Yes
user_121,Reinforcement Learning,7,6,None,HIGH,Hands-on Coding,Yes
user_450,Vector Search,4,3,Misused activation function,HIGH,Video,Yes
user_186,Backpropagation,4,3,Misused dropout layers,LOW,Video,No
user_877,Zero-shot Learning,3,3,Confused batch vs. stochastic gradient descent,HIGH,Reading & Notes,No
user_160,Diffusion Models,7,6,Misused activation function,LOW,Reading & Notes,No
user_749,Self-supervised Learning,10,10,Failed to normalize input data,MEDIUM,Video,No
user_342,Autoencoders,6,4,Incorrect embedding interpretation,MEDIUM,Reading & Notes,No
user_523,Attention Mechanisms,1,1,Misused activation function,HIGH,Hands-on Coding,No
user_486,Optimization Techniques,10,9,Misclassified overfitting vs underfitting,LOW,Video,No
user_995,GANs,9,7,Failed to normalize input data,HIGH,Video,Yes
user_348,Backpropagation,1,1,Incorrect weight initialization,HIGH,Hands-on Coding,No
user_655,GANs,5,4,None,LOW,Hands-on Coding,No
user_953,Optimization Techniques,3,2,None,MEDIUM,Hands-on Coding,No
user_169,Neural Networks,10,8,Misclassified overfitting vs underfitting,LOW,Video,No
user_946,Zero-shot Learning,5,4,Misused activation function,HIGH,Reading & Notes,Yes
user_254,Few-shot Learning,8,7,Misunderstood positional encoding in transformers,LOW,Video,No
user_286,Gradient Descent,4,3,Misused dropout layers,HIGH,Reading & Notes,No
user_143,Ethical AI,1,1,Misclassified overfitting vs underfitting,HIGH,Hands-on Coding,Yes
user_483,Explainability in AI,8,6,None,MEDIUM,Video,No
user_155,LLMs in Real-World Applications,5,5,Misclassified overfitting vs underfitting,MEDIUM,Reading & Notes,No
user_797,Optimization Techniques,7,6,Misunderstood positional encoding in transformers,HIGH,Hands-on Coding,No
user_513,Few-shot Learning,7,6,Confused convolutional filters,LOW,Video,No
user_203,Few-shot Learning,3,1,None,MEDIUM,Peer Discussion,No
user_993,Diffusion Models,1,1,None,HIGH,Reading & Notes,Yes
user_511,GANs,1,1,Incorrect embedding interpretation,LOW,Peer Discussion,No
user_979,Vector Search,5,4,None,HIGH,Reading & Notes,No
user_402,Explainability in AI,3,1,None,MEDIUM,Peer Discussion,No
user_933,Reinforcement Learning,8,7,None,LOW,Video,No
user_292,Zero-shot Learning,6,4,None,MEDIUM,Peer Discussion,No
user_612,Optimization Techniques,7,5,Confused batch vs. stochastic gradient descent,LOW,Peer Discussion,No
user_634,Optimization Techniques,10,9,None,LOW,Hands-on Coding,No
user_668,Few-shot Learning,6,4,Misused activation function,LOW,Hands-on Coding,No
user_224,Overfitting and Regularization,7,6,Incorrect weight initialization,MEDIUM,Hands-on Coding,No
user_910,Backpropagation,8,7,Misunderstood positional encoding in transformers,HIGH,Reading & Notes,Yes
user_516,Self-supervised Learning,6,5,None,MEDIUM,Reading & Notes,No
user_782,GANs,3,3,None,HIGH,Peer Discussion,Yes
user_973,Zero-shot Learning,3,3,Failed to normalize input data,MEDIUM,Peer Discussion,No
user_972,LLMs in Real-World Applications,9,7,None,LOW,Hands-on Coding,No
user_028,Explainability in AI,3,1,None,HIGH,Video,Yes
user_957,Attention Mechanisms,8,8,Incorrect weight initialization,HIGH,Reading & Notes,No
user_686,Overfitting and Regularization,7,6,Misused activation function,MEDIUM,Peer Discussion,No
user_391,Multi-modal Learning,6,6,None,LOW,Peer Discussion,No
user_855,Zero-shot Learning,2,1,Misunderstood positional encoding in transformers,HIGH,Hands-on Coding,No
user_915,Self-supervised Learning,10,9,None,LOW,Peer Discussion,No
user_022,Diffusion Models,9,7,Misunderstood positional encoding in transformers,LOW,Reading & Notes,No
user_197,Overfitting and Regularization,8,6,Failed to normalize input data,HIGH,Reading & Notes,No
user_965,Transformers,9,7,Confused reinforcement learning reward shaping,HIGH,Hands-on Coding,No
user_937,LLMs in Real-World Applications,6,5,Misused dropout layers,HIGH,Hands-on Coding,Yes
user_845,CNNs,9,7,Confused reinforcement learning reward shaping,LOW,Peer Discussion,No
user_609,Transformers,3,1,None,HIGH,Hands-on Coding,No
user_091,Ethical AI,9,8,Misused activation function,MEDIUM,Hands-on Coding,No
user_192,Attention Mechanisms,6,5,Confused reinforcement learning reward shaping,LOW,Peer Discussion,No
user_469,Reinforcement Learning,2,2,Confused reinforcement learning reward shaping,MEDIUM,Hands-on Coding,No
user_943,CNNs,5,3,None,MEDIUM,Peer Discussion,No
user_281,Zero-shot Learning,10,8,Misused activation function,LOW,Hands-on Coding,No
user_384,Neural Networks,10,9,None,LOW,Peer Discussion,No
user_886,Zero-shot Learning,8,6,Misused activation function,LOW,Hands-on Coding,No
user_954,Multi-modal Learning,3,1,None,HIGH,Peer Discussion,Yes
user_893,Ethical AI,7,5,Misused dropout layers,HIGH,Hands-on Coding,No
user_907,LLMs in Real-World Applications,1,1,Misused activation function,MEDIUM,Reading & Notes,No
user_552,Few-shot Learning,1,1,None,MEDIUM,Peer Discussion,No
user_338,Backpropagation,9,7,None,LOW,Peer Discussion,No
user_109,Ethical AI,7,5,None,LOW,Reading & Notes,No
user_038,Autoencoders,4,2,Misused activation function,LOW,Hands-on Coding,No
user_474,Multi-modal Learning,3,2,None,MEDIUM,Video,No
user_968,Attention Mechanisms,4,4,Incorrect embedding interpretation,HIGH,Peer Discussion,Yes
user_662,Optimization Techniques,10,8,Confused reinforcement learning reward shaping,LOW,Video,No
user_373,Gradient Descent,8,6,Failed to normalize input data,LOW,Hands-on Coding,No
user_261,Zero-shot Learning,2,1,None,HIGH,Video,No
user_123,Word Embeddings,10,10,Misclassified overfitting vs underfitting,LOW,Reading & Notes,No
user_830,Multi-modal Learning,8,7,None,MEDIUM,Hands-on Coding,No
user_178,Vector Search,9,9,None,MEDIUM,Hands-on Coding,No
user_588,Multi-modal Learning,7,6,Confused batch vs. stochastic gradient descent,MEDIUM,Hands-on Coding,No
user_859,Vector Search,7,6,Failed to normalize input data,HIGH,Reading & Notes,Yes
user_867,Neural Networks,8,8,None,MEDIUM,Video,No
user_331,CNNs,4,2,Confused convolutional filters,LOW,Peer Discussion,No
user_091,Ethical AI,10,10,None,MEDIUM,Reading & Notes,No
user_118,Autoencoders,6,4,Incorrect embedding interpretation,HIGH,Reading & Notes,No
user_415,CNNs,10,9,Confused convolutional filters,LOW,Hands-on Coding,No
user_410,Optimization Techniques,5,5,None,MEDIUM,Hands-on Coding,No
user_889,Backpropagation,10,8,Confused convolutional filters,HIGH,Peer Discussion,No
user_051,Vector Search,7,5,Misclassified overfitting vs underfitting,LOW,Hands-on Coding,No
user_361,Ethical AI,6,4,None,LOW,Peer Discussion,No
user_890,Few-shot Learning,4,4,None,MEDIUM,Hands-on Coding,No
user_154,Explainability in AI,8,6,Misused activation function,LOW,Video,No
user_279,Vector Search,10,10,Incorrect weight initialization,MEDIUM,Hands-on Coding,No
user_235,Gradient Descent,1,1,Misclassified overfitting vs underfitting,HIGH,Peer Discussion,Yes
user_236,Neural Networks,8,8,None,MEDIUM,Hands-on Coding,No
user_564,Autoencoders,7,7,Incorrect weight initialization,LOW,Peer Discussion,No
user_518,Explainability in AI,5,3,Misused dropout layers,LOW,Peer Discussion,No
user_590,GANs,9,7,None,HIGH,Peer Discussion,Yes
user_899,RNNs,10,9,Confused batch vs. stochastic gradient descent,HIGH,Reading & Notes,No
user_913,Reinforcement Learning,8,7,None,LOW,Peer Discussion,No
user_514,Gradient Descent,4,4,Confused batch vs. stochastic gradient descent,HIGH,Reading & Notes,No
user_701,CNNs,1,1,Incorrect embedding interpretation,LOW,Video,No
user_048,Reinforcement Learning,7,6,None,HIGH,Video,No
user_503,Diffusion Models,8,7,Incorrect weight initialization,LOW,Hands-on Coding,No
user_827,Overfitting and Regularization,5,5,Misused activation function,MEDIUM,Hands-on Coding,No
user_974,GANs,4,2,Misused dropout layers,LOW,Hands-on Coding,No
user_659,Autoencoders,7,5,None,HIGH,Video,No
user_855,Word Embeddings,3,1,Misunderstood positional encoding in transformers,HIGH,Video,Yes
user_753,CNNs,1,1,Confused convolutional filters,LOW,Video,No
user_341,Self-supervised Learning,6,6,Confused batch vs. stochastic gradient descent,HIGH,Peer Discussion,Yes
user_529,Attention Mechanisms,10,10,Misclassified overfitting vs underfitting,HIGH,Hands-on Coding,Yes
user_919,Self-supervised Learning,2,2,Misunderstood positional encoding in transformers,HIGH,Hands-on Coding,Yes
user_258,RNNs,9,9,Confused reinforcement learning reward shaping,HIGH,Video,No
user_190,Ethical AI,9,8,None,HIGH,Hands-on Coding,Yes
user_405,Few-shot Learning,9,8,None,HIGH,Hands-on Coding,No
user_296,Self-supervised Learning,9,9,Misclassified overfitting vs underfitting,LOW,Hands-on Coding,No
user_125,CNNs,1,1,None,LOW,Hands-on Coding,No
user_735,RNNs,1,1,None,HIGH,Peer Discussion,No
user_877,Few-shot Learning,6,6,None,MEDIUM,Reading & Notes,No
user_749,RNNs,9,8,Confused batch vs. stochastic gradient descent,HIGH,Peer Discussion,No
user_418,Multi-modal Learning,4,3,Confused convolutional filters,LOW,Peer Discussion,No
user_157,LLMs in Real-World Applications,9,9,Incorrect embedding interpretation,LOW,Video,No
user_446,Neural Networks,9,7,None,HIGH,Video,Yes
user_254,RNNs,1,1,Misclassified overfitting vs underfitting,LOW,Reading & Notes,No
user_603,Reinforcement Learning,6,6,None,MEDIUM,Reading & Notes,No
user_915,Transformers,3,3,None,MEDIUM,Peer Discussion,No
user_211,Reinforcement Learning,10,8,None,LOW,Hands-on Coding,No
user_288,LLMs in Real-World Applications,5,4,None,LOW,Reading & Notes,No
user_109,Backpropagation,3,2,None,HIGH,Reading & Notes,Yes
user_343,Explainability in AI,8,8,Misused dropout layers,MEDIUM,Video,No
user_076,Overfitting and Regularization,8,8,Misused dropout layers,HIGH,Reading & Notes,Yes
user_815,Diffusion Models,8,6,None,HIGH,Video,No
user_035,GANs,6,5,Misunderstood positional encoding in transformers,MEDIUM,Video,No
user_021,Multi-modal Learning,4,4,None,HIGH,Hands-on Coding,No
user_420,Zero-shot Learning,1,1,Misclassified overfitting vs underfitting,LOW,Reading & Notes,No
user_703,CNNs,5,3,None,MEDIUM,Video,No
user_249,Optimization Techniques,6,6,None,HIGH,Hands-on Coding,Yes
user_567,Transformers,3,3,Incorrect weight initialization,MEDIUM,Reading & Notes,No
user_288,Transformers,3,1,None,MEDIUM,Reading & Notes,No
user_932,Diffusion Models,9,7,None,MEDIUM,Video,No
user_267,Optimization Techniques,1,1,Misunderstood positional encoding in transformers,LOW,Video,No
user_454,Zero-shot Learning,8,6,Misused activation function,HIGH,Hands-on Coding,No
user_773,Gradient Descent,8,8,None,MEDIUM,Hands-on Coding,No
user_571,Diffusion Models,1,1,None,HIGH,Reading & Notes,Yes
user_173,GANs,4,3,None,LOW,Reading & Notes,No
user_302,GANs,8,8,Misused dropout layers,HIGH,Reading & Notes,Yes
user_170,Few-shot Learning,9,8,Misused activation function,HIGH,Hands-on Coding,No
user_089,Ethical AI,9,8,Confused batch vs. stochastic gradient descent,MEDIUM,Peer Discussion,No
user_262,Attention Mechanisms,6,5,Confused batch vs. stochastic gradient descent,MEDIUM,Reading & Notes,No
user_437,Transformers,7,5,None,HIGH,Peer Discussion,Yes
user_238,Vector Search,1,1,Incorrect embedding interpretation,LOW,Reading & Notes,No
user_273,Gradient Descent,4,2,Misused activation function,MEDIUM,Reading & Notes,No
user_576,Neural Networks,6,5,Incorrect embedding interpretation,LOW,Hands-on Coding,No
user_076,Reinforcement Learning,8,6,Misclassified overfitting vs underfitting,LOW,Video,No
user_970,Zero-shot Learning,4,4,Confused batch vs. stochastic gradient descent,MEDIUM,Peer Discussion,No
user_762,Zero-shot Learning,2,2,Misunderstood positional encoding in transformers,LOW,Video,No
user_929,Self-supervised Learning,6,4,None,MEDIUM,Peer Discussion,No
user_334,Explainability in AI,4,4,None,MEDIUM,Video,No
user_672,Neural Networks,7,5,Confused convolutional filters,MEDIUM,Peer Discussion,No
user_625,Transformers,3,1,None,HIGH,Video,Yes
user_561,Backpropagation,5,4,Misused activation function,MEDIUM,Reading & Notes,No
user_032,Self-supervised Learning,1,1,None,LOW,Hands-on Coding,No
user_153,Transformers,1,1,Confused convolutional filters,HIGH,Peer Discussion,Yes
user_769,Ethical AI,3,2,None,MEDIUM,Video,No
user_067,Zero-shot Learning,2,2,Confused reinforcement learning reward shaping,MEDIUM,Reading & Notes,No
user_714,Neural Networks,4,3,Incorrect weight initialization,HIGH,Peer Discussion,Yes
user_733,Explainability in AI,3,3,Misclassified overfitting vs underfitting,LOW,Hands-on Coding,No
user_754,Multi-modal Learning,2,1,None,LOW,Reading & Notes,No
user_786,Transformers,10,8,Misused dropout layers,LOW,Video,No
user_258,Autoencoders,7,5,Failed to normalize input data,LOW,Hands-on Coding,No
user_614,Word Embeddings,5,5,None,LOW,Hands-on Coding,No
user_197,Ethical AI,4,4,None,LOW,Hands-on Coding,No
user_852,Zero-shot Learning,6,4,None,HIGH,Peer Discussion,No
user_990,Vector Search,5,4,Confused convolutional filters,HIGH,Hands-on Coding,No
user_198,Word Embeddings,7,6,Failed to normalize input data,HIGH,Peer Discussion,Yes
user_389,Explainability in AI,1,1,Misclassified overfitting vs underfitting,LOW,Peer Discussion,No
user_213,Self-supervised Learning,4,2,Misused dropout layers,HIGH,Reading & Notes,Yes
user_667,Self-supervised Learning,9,9,None,HIGH,Reading & Notes,No
user_808,Multi-modal Learning,9,9,None,MEDIUM,Video,No
user_308,Optimization Techniques,10,8,None,MEDIUM,Reading & Notes,No
user_264,Transformers,6,6,None,HIGH,Hands-on Coding,Yes
user_725,GANs,8,6,None,MEDIUM,Hands-on Coding,No
user_953,CNNs,8,7,Failed to normalize input data,LOW,Peer Discussion,No
user_530,Vector Search,3,3,Misused activation function,LOW,Peer Discussion,No
user_155,Zero-shot Learning,1,1,Failed to normalize input data,LOW,Reading & Notes,No
user_936,Autoencoders,3,1,None,MEDIUM,Peer Discussion,No
user_491,Vector Search,9,7,None,MEDIUM,Hands-on Coding,No
user_225,RNNs,3,2,Misunderstood positional encoding in transformers,HIGH,Reading & Notes,Yes
user_785,Overfitting and Regularization,7,7,None,LOW,Hands-on Coding,No
user_601,Diffusion Models,1,1,Incorrect embedding interpretation,HIGH,Hands-on Coding,No
user_796,GANs,9,9,None,HIGH,Reading & Notes,Yes
user_763,Optimization Techniques,4,2,None,HIGH,Peer Discussion,No
user_151,Attention Mechanisms,8,8,Confused convolutional filters,MEDIUM,Video,No
user_397,Overfitting and Regularization,5,4,Misunderstood positional encoding in transformers,LOW,Reading & Notes,No
user_750,Vector Search,2,1,Confused reinforcement learning reward shaping,HIGH,Peer Discussion,Yes
user_819,RNNs,9,8,Misused activation function,MEDIUM,Video,No
user_092,Gradient Descent,8,8,Confused batch vs. stochastic gradient descent,HIGH,Hands-on Coding,Yes
user_238,RNNs,3,3,None,MEDIUM,Reading & Notes,No
user_554,Reinforcement Learning,7,5,None,HIGH,Hands-on Coding,No
user_965,Optimization Techniques,3,2,None,HIGH,Hands-on Coding,Yes
user_116,Zero-shot Learning,5,4,Incorrect weight initialization,HIGH,Peer Discussion,No
user_856,Optimization Techniques,3,2,None,LOW,Video,No
user_260,Backpropagation,9,7,Incorrect embedding interpretation,MEDIUM,Peer Discussion,No
user_850,Diffusion Models,3,1,None,LOW,Video,No
user_264,Optimization Techniques,5,3,None,HIGH,Reading & Notes,Yes
user_965,Word Embeddings,5,4,Confused batch vs. stochastic gradient descent,HIGH,Reading & Notes,No
user_486,CNNs,10,8,Misclassified overfitting vs underfitting,HIGH,Video,No
user_486,Overfitting and Regularization,7,7,Incorrect embedding interpretation,HIGH,Peer Discussion,No
user_558,Reinforcement Learning,8,8,None,MEDIUM,Hands-on Coding,No
user_313,Optimization Techniques,6,4,Failed to normalize input data,MEDIUM,Reading & Notes,No
user_634,Optimization Techniques,10,8,None,LOW,Video,No
user_540,Autoencoders,9,9,Incorrect weight initialization,MEDIUM,Video,No
user_871,GANs,7,6,None,LOW,Hands-on Coding,No
user_135,Diffusion Models,8,7,Confused convolutional filters,MEDIUM,Peer Discussion,No
user_196,CNNs,9,8,None,HIGH,Reading & Notes,Yes
user_569,Backpropagation,3,2,Confused batch vs. stochastic gradient descent,HIGH,Video,Yes
user_737,GANs,8,8,Confused batch vs. stochastic gradient descent,LOW,Reading & Notes,No
user_362,Autoencoders,3,3,Misused dropout layers,MEDIUM,Hands-on Coding,No
user_179,Autoencoders,4,2,Incorrect weight initialization,HIGH,Video,No
user_761,GANs,1,1,None,MEDIUM,Video,No
user_368,GANs,9,7,None,HIGH,Reading & Notes,No
user_248,Explainability in AI,1,1,Incorrect embedding interpretation,LOW,Peer Discussion,No
user_930,Multi-modal Learning,5,5,None,HIGH,Reading & Notes,Yes
user_104,Optimization Techniques,1,1,Misclassified overfitting vs underfitting,HIGH,Reading & Notes,Yes
user_246,Attention Mechanisms,4,2,Misused activation function,HIGH,Reading & Notes,Yes
user_277,Few-shot Learning,8,8,Misused activation function,LOW,Peer Discussion,No
user_098,Ethical AI,5,5,Confused reinforcement learning reward shaping,LOW,Hands-on Coding,No
user_716,Neural Networks,8,8,Incorrect weight initialization,HIGH,Video,Yes
user_708,Reinforcement Learning,7,6,Misclassified overfitting vs underfitting,MEDIUM,Video,No
user_830,Zero-shot Learning,8,7,None,HIGH,Hands-on Coding,No
user_521,Attention Mechanisms,9,7,Confused batch vs. stochastic gradient descent,LOW,Reading & Notes,No
user_006,Multi-modal Learning,3,3,None,LOW,Reading & Notes,No
user_190,Few-shot Learning,10,8,Misused activation function,MEDIUM,Video,No
user_743,Diffusion Models,8,6,Failed to normalize input data,HIGH,Hands-on Coding,Yes
user_143,CNNs,2,1,Misused dropout layers,LOW,Reading & Notes,No
user_520,Zero-shot Learning,6,4,None,HIGH,Reading & Notes,Yes
user_910,Multi-modal Learning,9,7,Confused reinforcement learning reward shaping,HIGH,Peer Discussion,No
user_064,GANs,8,7,Confused convolutional filters,LOW,Hands-on Coding,No
user_464,Reinforcement Learning,5,5,Confused batch vs. stochastic gradient descent,LOW,Video,No
user_377,CNNs,2,2,Misused activation function,LOW,Peer Discussion,No
user_785,Autoencoders,1,1,None,MEDIUM,Reading & Notes,No
user_791,Word Embeddings,4,2,None,MEDIUM,Hands-on Coding,No
user_454,Backpropagation,1,1,Incorrect embedding interpretation,MEDIUM,Reading & Notes,No
user_812,Neural Networks,3,1,Incorrect weight initialization,MEDIUM,Hands-on Coding,No
user_644,Zero-shot Learning,7,6,None,HIGH,Peer Discussion,Yes
user_962,Backpropagation,9,9,Incorrect embedding interpretation,HIGH,Peer Discussion,No
user_038,Transformers,9,8,Incorrect weight initialization,HIGH,Peer Discussion,Yes
user_830,Reinforcement Learning,2,1,Confused batch vs. stochastic gradient descent,LOW,Reading & Notes,No
user_773,Optimization Techniques,4,2,None,MEDIUM,Peer Discussion,No
user_477,Few-shot Learning,2,2,Confused batch vs. stochastic gradient descent,MEDIUM,Video,No
user_476,Word Embeddings,1,1,Confused convolutional filters,LOW,Reading & Notes,No
user_010,Zero-shot Learning,3,2,Misused activation function,HIGH,Peer Discussion,Yes
user_848,CNNs,5,4,None,HIGH,Video,No
user_200,Attention Mechanisms,6,5,Misused activation function,MEDIUM,Video,No
user_108,Attention Mechanisms,3,3,None,MEDIUM,Peer Discussion,No
user_690,Gradient Descent,7,7,Failed to normalize input data,MEDIUM,Hands-on Coding,No
user_033,Gradient Descent,6,4,Confused reinforcement learning reward shaping,HIGH,Video,Yes
user_510,GANs,2,2,None,LOW,Peer Discussion,No
user_147,Diffusion Models,10,9,Incorrect weight initialization,MEDIUM,Video,No
user_478,Overfitting and Regularization,3,2,Incorrect embedding interpretation,HIGH,Hands-on Coding,No
user_605,Overfitting and Regularization,7,6,Confused reinforcement learning reward shaping,HIGH,Video,Yes
user_408,Self-supervised Learning,3,1,Misused dropout layers,HIGH,Video,No
user_238,Word Embeddings,3,1,None,HIGH,Reading & Notes,Yes
user_205,RNNs,6,5,None,LOW,Reading & Notes,No
user_007,GANs,1,1,Incorrect embedding interpretation,MEDIUM,Reading & Notes,No
user_584,Reinforcement Learning,2,2,Confused batch vs. stochastic gradient descent,LOW,Video,No
user_264,Backpropagation,10,9,Failed to normalize input data,LOW,Video,No
user_328,Transformers,9,8,None,MEDIUM,Peer Discussion,No
user_642,Multi-modal Learning,2,1,None,HIGH,Hands-on Coding,No
user_074,Reinforcement Learning,1,1,None,HIGH,Video,No
user_057,CNNs,6,6,Incorrect embedding interpretation,HIGH,Reading & Notes,Yes
user_945,Overfitting and Regularization,1,1,Failed to normalize input data,HIGH,Peer Discussion,Yes
user_125,Optimization Techniques,8,6,Incorrect embedding interpretation,MEDIUM,Hands-on Coding,No
user_115,Few-shot Learning,8,6,Failed to normalize input data,MEDIUM,Peer Discussion,No
user_504,Self-supervised Learning,5,5,None,LOW,Reading & Notes,No
user_602,Overfitting and Regularization,7,5,Misclassified overfitting vs underfitting,MEDIUM,Peer Discussion,No
user_604,RNNs,8,8,Incorrect embedding interpretation,HIGH,Video,No
user_095,Zero-shot Learning,1,1,None,MEDIUM,Hands-on Coding,No
user_373,Zero-shot Learning,1,1,Misunderstood positional encoding in transformers,HIGH,Reading & Notes,No
user_099,LLMs in Real-World Applications,7,7,None,LOW,Hands-on Coding,No
user_019,RNNs,7,6,None,HIGH,Peer Discussion,Yes
user_626,Ethical AI,6,5,None,LOW,Hands-on Coding,No
user_677,Word Embeddings,3,3,Confused convolutional filters,HIGH,Hands-on Coding,Yes
user_769,Backpropagation,8,8,Confused batch vs. stochastic gradient descent,HIGH,Hands-on Coding,Yes
user_699,Neural Networks,10,8,None,MEDIUM,Video,No
user_288,Backpropagation,1,1,Confused reinforcement learning reward shaping,LOW,Peer Discussion,No
user_012,LLMs in Real-World Applications,10,9,None,HIGH,Reading & Notes,No
user_137,Explainability in AI,10,10,Confused reinforcement learning reward shaping,LOW,Peer Discussion,No
user_151,GANs,9,7,Misused activation function,LOW,Video,No
user_863,Backpropagation,5,4,None,MEDIUM,Reading & Notes,No
user_921,Neural Networks,9,8,Incorrect embedding interpretation,LOW,Video,No
user_374,Attention Mechanisms,3,2,None,MEDIUM,Video,No
user_816,GANs,2,2,Confused convolutional filters,LOW,Peer Discussion,No
user_054,Gradient Descent,4,4,Confused convolutional filters,MEDIUM,Peer Discussion,No
user_798,RNNs,6,6,None,MEDIUM,Peer Discussion,No
user_227,Backpropagation,6,4,None,LOW,Video,No
user_620,Backpropagation,3,1,Confused convolutional filters,HIGH,Hands-on Coding,Yes
user_863,Word Embeddings,5,4,Misused dropout layers,HIGH,Video,No
user_781,Neural Networks,10,10,Misunderstood positional encoding in transformers,LOW,Reading & Notes,No
user_541,Explainability in AI,7,5,Incorrect weight initialization,LOW,Hands-on Coding,No
user_793,Transformers,1,1,Confused reinforcement learning reward shaping,LOW,Peer Discussion,No
user_962,Explainability in AI,3,1,None,HIGH,Reading & Notes,Yes
user_134,Few-shot Learning,1,1,None,MEDIUM,Reading & Notes,No
user_593,Few-shot Learning,5,3,Confused convolutional filters,LOW,Video,No
user_816,Autoencoders,4,4,Incorrect embedding interpretation,LOW,Video,No
user_933,Zero-shot Learning,2,1,None,HIGH,Video,No
user_265,Few-shot Learning,7,6,Misclassified overfitting vs underfitting,MEDIUM,Video,No
user_676,Transformers,4,4,None,HIGH,Peer Discussion,Yes
user_121,Multi-modal Learning,8,6,Misunderstood positional encoding in transformers,MEDIUM,Hands-on Coding,No
user_771,GANs,10,8,Misunderstood positional encoding in transformers,MEDIUM,Reading & Notes,No
user_204,Autoencoders,3,1,Misunderstood positional encoding in transformers,MEDIUM,Peer Discussion,No
user_149,Word Embeddings,7,6,None,HIGH,Video,Yes
user_755,Few-shot Learning,10,9,Misused dropout layers,MEDIUM,Video,No
user_246,Vector Search,7,6,None,HIGH,Peer Discussion,No
user_786,Reinforcement Learning,10,9,Incorrect weight initialization,MEDIUM,Peer Discussion,No
user_110,Explainability in AI,2,1,Failed to normalize input data,MEDIUM,Peer Discussion,No
user_845,Gradient Descent,3,3,Failed to normalize input data,HIGH,Hands-on Coding,No
user_483,Diffusion Models,6,4,Incorrect embedding interpretation,MEDIUM,Video,No
user_288,Attention Mechanisms,4,4,None,HIGH,Reading & Notes,Yes
user_318,Few-shot Learning,4,2,None,LOW,Reading & Notes,No
user_656,Optimization Techniques,7,7,None,LOW,Hands-on Coding,No
