User_ID,Topic,Self-Confidence,AI-Adjusted Confidence,Errors,Transition Difficulty,Learning Modality,Frustration
user_648,RNNs,3,1,Misused dropout layers,MEDIUM,Hands-on Coding,No
user_930,Attention Mechanisms,8,8,Confused batch vs. stochastic gradient descent,LOW,Hands-on Coding,No
user_693,Backpropagation,5,5,Misused activation function,HIGH,Reading & Notes,No
user_484,Neural Networks,7,6,Misunderstood positional encoding in transformers,HIGH,Peer Discussion,No
user_664,Neural Networks,3,2,Incorrect embedding interpretation,MEDIUM,Peer Discussion,No
user_776,Overfitting and Regularization,9,7,None,HIGH,Hands-on Coding,No
user_831,Reinforcement Learning,5,5,Incorrect weight initialization,HIGH,Hands-on Coding,Yes
user_231,Explainability in AI,5,5,Misused dropout layers,MEDIUM,Peer Discussion,No
user_629,Zero-shot Learning,2,1,Confused convolutional filters,LOW,Hands-on Coding,No
user_175,Explainability in AI,1,1,None,HIGH,Hands-on Coding,No
user_459,GANs,7,7,None,HIGH,Reading & Notes,No
user_864,Autoencoders,4,4,Confused batch vs. stochastic gradient descent,LOW,Reading & Notes,No
user_465,Autoencoders,4,4,None,HIGH,Video,No
user_824,RNNs,9,9,Failed to normalize input data,LOW,Video,No
user_899,Autoencoders,3,3,Misused dropout layers,HIGH,Hands-on Coding,No
user_024,Overfitting and Regularization,2,2,None,LOW,Video,No
user_201,Optimization Techniques,1,1,None,LOW,Peer Discussion,No
user_347,Explainability in AI,8,7,Confused reinforcement learning reward shaping,LOW,Hands-on Coding,No
user_552,Few-shot Learning,8,6,Confused batch vs. stochastic gradient descent,MEDIUM,Hands-on Coding,No
user_221,Gradient Descent,2,2,None,MEDIUM,Peer Discussion,No
user_838,Gradient Descent,9,9,Confused convolutional filters,MEDIUM,Peer Discussion,No
user_197,Attention Mechanisms,1,1,Confused batch vs. stochastic gradient descent,HIGH,Hands-on Coding,Yes
user_051,Neural Networks,9,7,Failed to normalize input data,LOW,Hands-on Coding,No
user_244,Multi-modal Learning,5,5,Misunderstood positional encoding in transformers,HIGH,Video,No
user_351,Gradient Descent,1,1,Failed to normalize input data,MEDIUM,Video,No
user_900,Diffusion Models,5,5,Confused convolutional filters,HIGH,Video,Yes
user_923,Few-shot Learning,4,2,Misused activation function,LOW,Reading & Notes,No
user_562,Reinforcement Learning,9,8,None,LOW,Hands-on Coding,No
user_954,Reinforcement Learning,8,6,None,LOW,Video,No
user_698,Transformers,10,10,None,HIGH,Video,No
user_089,Explainability in AI,1,1,None,MEDIUM,Peer Discussion,No
user_286,Ethical AI,7,7,Misused activation function,LOW,Video,No
user_990,Ethical AI,5,3,Incorrect embedding interpretation,HIGH,Peer Discussion,No
user_954,Word Embeddings,4,2,Misunderstood positional encoding in transformers,MEDIUM,Reading & Notes,No
user_847,Autoencoders,7,7,Misunderstood positional encoding in transformers,MEDIUM,Peer Discussion,No
user_263,Overfitting and Regularization,10,10,Confused reinforcement learning reward shaping,HIGH,Reading & Notes,Yes
user_914,GANs,7,6,None,LOW,Hands-on Coding,No
user_895,Vector Search,3,3,None,LOW,Hands-on Coding,No
user_629,Ethical AI,9,9,Incorrect embedding interpretation,MEDIUM,Peer Discussion,No
user_901,Backpropagation,10,10,Confused batch vs. stochastic gradient descent,HIGH,Reading & Notes,Yes
user_848,Explainability in AI,3,2,None,HIGH,Video,Yes
user_296,Ethical AI,6,4,None,LOW,Reading & Notes,No
user_275,Ethical AI,9,8,None,HIGH,Reading & Notes,No
user_143,Neural Networks,3,1,None,LOW,Reading & Notes,No
user_395,CNNs,3,3,Misused activation function,HIGH,Peer Discussion,No
user_397,Zero-shot Learning,4,2,None,MEDIUM,Peer Discussion,No
user_678,Explainability in AI,8,7,Failed to normalize input data,HIGH,Peer Discussion,No
user_665,LLMs in Real-World Applications,8,6,None,LOW,Video,No
user_948,Overfitting and Regularization,10,8,None,LOW,Hands-on Coding,No
user_585,Neural Networks,1,1,Incorrect embedding interpretation,HIGH,Reading & Notes,Yes
user_051,Attention Mechanisms,4,2,None,HIGH,Peer Discussion,Yes
user_371,Zero-shot Learning,6,5,None,HIGH,Video,Yes
user_518,Ethical AI,2,2,Confused convolutional filters,HIGH,Reading & Notes,No
user_870,Optimization Techniques,10,8,None,MEDIUM,Video,No
user_958,Transformers,5,3,Misused activation function,LOW,Reading & Notes,No
user_694,Attention Mechanisms,6,6,Misused dropout layers,MEDIUM,Hands-on Coding,No
user_675,Gradient Descent,8,6,Incorrect embedding interpretation,MEDIUM,Reading & Notes,No
user_091,Reinforcement Learning,5,5,Incorrect embedding interpretation,MEDIUM,Video,No
user_849,RNNs,8,6,Misunderstood positional encoding in transformers,MEDIUM,Hands-on Coding,No
user_190,Multi-modal Learning,6,6,None,LOW,Hands-on Coding,No
user_309,Backpropagation,10,8,Confused batch vs. stochastic gradient descent,HIGH,Video,Yes
user_648,Transformers,7,5,Misused activation function,LOW,Reading & Notes,No
user_107,LLMs in Real-World Applications,3,2,Incorrect weight initialization,LOW,Hands-on Coding,No
user_454,Autoencoders,1,1,Confused reinforcement learning reward shaping,HIGH,Video,Yes
user_662,Gradient Descent,5,3,Misunderstood positional encoding in transformers,HIGH,Video,Yes
user_452,Explainability in AI,7,5,None,LOW,Peer Discussion,No
user_746,Gradient Descent,6,6,Misunderstood positional encoding in transformers,MEDIUM,Video,No
user_641,GANs,1,1,Failed to normalize input data,MEDIUM,Reading & Notes,No
user_012,Explainability in AI,6,6,Incorrect embedding interpretation,MEDIUM,Peer Discussion,No
user_225,Neural Networks,7,6,None,HIGH,Peer Discussion,Yes
user_186,Autoencoders,3,1,Misused dropout layers,LOW,Peer Discussion,No
user_766,Explainability in AI,6,5,None,MEDIUM,Peer Discussion,No
user_550,Self-supervised Learning,5,5,None,LOW,Peer Discussion,No
user_891,Explainability in AI,7,5,Confused batch vs. stochastic gradient descent,MEDIUM,Hands-on Coding,No
user_828,Zero-shot Learning,9,9,None,HIGH,Video,No
user_424,Self-supervised Learning,1,1,Misused activation function,LOW,Reading & Notes,No
user_095,Gradient Descent,8,6,Failed to normalize input data,HIGH,Video,No
user_371,Vector Search,4,2,None,MEDIUM,Peer Discussion,No
user_172,Backpropagation,9,7,Failed to normalize input data,HIGH,Reading & Notes,Yes
user_869,Backpropagation,3,2,Misunderstood positional encoding in transformers,MEDIUM,Video,No
user_423,Overfitting and Regularization,4,3,Failed to normalize input data,MEDIUM,Peer Discussion,No
user_725,Diffusion Models,4,2,Misunderstood positional encoding in transformers,MEDIUM,Video,No
user_107,Few-shot Learning,4,3,Confused convolutional filters,HIGH,Video,Yes
user_746,Ethical AI,2,2,None,LOW,Reading & Notes,No
user_958,Attention Mechanisms,7,7,None,HIGH,Reading & Notes,Yes
user_116,Vector Search,7,7,None,MEDIUM,Hands-on Coding,No
user_785,Word Embeddings,7,6,None,MEDIUM,Hands-on Coding,No
user_826,GANs,10,10,None,LOW,Reading & Notes,No
user_356,Zero-shot Learning,2,1,Confused convolutional filters,LOW,Video,No
user_511,Optimization Techniques,4,4,Misclassified overfitting vs underfitting,HIGH,Peer Discussion,No
user_142,Neural Networks,2,1,None,MEDIUM,Hands-on Coding,No
user_874,Autoencoders,1,1,None,MEDIUM,Video,No
user_067,Attention Mechanisms,9,7,None,LOW,Reading & Notes,No
user_215,LLMs in Real-World Applications,1,1,None,MEDIUM,Video,No
user_851,Multi-modal Learning,7,7,None,MEDIUM,Hands-on Coding,No
user_904,RNNs,8,6,None,LOW,Video,No
user_780,Overfitting and Regularization,6,4,None,HIGH,Reading & Notes,Yes
user_100,Autoencoders,9,8,None,LOW,Reading & Notes,No
user_065,Backpropagation,2,2,Misused dropout layers,HIGH,Hands-on Coding,Yes
user_896,Gradient Descent,10,8,None,HIGH,Hands-on Coding,No
user_600,Zero-shot Learning,1,1,None,LOW,Video,No
user_831,Zero-shot Learning,7,5,Misclassified overfitting vs underfitting,LOW,Reading & Notes,No
user_152,Explainability in AI,7,7,None,LOW,Hands-on Coding,No
user_535,Explainability in AI,8,6,None,HIGH,Hands-on Coding,Yes
user_178,Zero-shot Learning,1,1,None,LOW,Reading & Notes,No
user_664,Backpropagation,4,2,Misclassified overfitting vs underfitting,LOW,Peer Discussion,No
user_599,Overfitting and Regularization,3,1,Confused batch vs. stochastic gradient descent,HIGH,Reading & Notes,Yes
user_536,Neural Networks,1,1,Misused dropout layers,MEDIUM,Video,No
user_237,Attention Mechanisms,3,1,Misused dropout layers,LOW,Peer Discussion,No
user_632,Autoencoders,1,1,None,MEDIUM,Reading & Notes,No
user_083,Overfitting and Regularization,10,9,None,HIGH,Video,No
user_935,Autoencoders,9,7,Failed to normalize input data,HIGH,Reading & Notes,No
user_742,Autoencoders,4,3,Confused convolutional filters,HIGH,Peer Discussion,Yes
user_091,Backpropagation,1,1,Misused dropout layers,MEDIUM,Reading & Notes,No
user_941,Ethical AI,1,1,None,HIGH,Video,No
user_654,Word Embeddings,5,5,Misused activation function,HIGH,Video,No
user_262,Vector Search,10,9,Incorrect embedding interpretation,LOW,Video,No
user_896,Diffusion Models,6,6,Incorrect embedding interpretation,HIGH,Reading & Notes,Yes
user_034,Few-shot Learning,6,4,None,HIGH,Reading & Notes,Yes
user_766,Word Embeddings,4,3,Incorrect embedding interpretation,LOW,Reading & Notes,No
user_676,Zero-shot Learning,1,1,None,HIGH,Reading & Notes,Yes
user_319,Ethical AI,1,1,None,LOW,Hands-on Coding,No
user_633,LLMs in Real-World Applications,7,7,None,MEDIUM,Reading & Notes,No
user_796,GANs,4,4,Misunderstood positional encoding in transformers,HIGH,Peer Discussion,No
user_309,Overfitting and Regularization,4,3,None,LOW,Reading & Notes,No
user_958,Overfitting and Regularization,3,1,Confused batch vs. stochastic gradient descent,MEDIUM,Video,No
user_335,Transformers,6,6,None,MEDIUM,Hands-on Coding,No
user_795,Vector Search,5,5,None,LOW,Peer Discussion,No
user_232,Few-shot Learning,3,1,None,LOW,Video,No
user_476,Zero-shot Learning,4,3,None,HIGH,Peer Discussion,No
user_677,LLMs in Real-World Applications,4,3,Misused dropout layers,MEDIUM,Peer Discussion,No
user_978,Backpropagation,3,3,Misused activation function,MEDIUM,Hands-on Coding,No
user_531,Ethical AI,9,7,Confused batch vs. stochastic gradient descent,HIGH,Hands-on Coding,Yes
user_059,Vector Search,8,7,Confused reinforcement learning reward shaping,HIGH,Hands-on Coding,Yes
user_046,Autoencoders,10,9,Confused convolutional filters,MEDIUM,Peer Discussion,No
user_670,Ethical AI,4,2,None,MEDIUM,Hands-on Coding,No
user_048,Overfitting and Regularization,3,3,Incorrect embedding interpretation,MEDIUM,Peer Discussion,No
user_799,Word Embeddings,6,5,Confused reinforcement learning reward shaping,LOW,Peer Discussion,No
user_530,RNNs,4,3,None,HIGH,Peer Discussion,No
user_397,Reinforcement Learning,5,5,Confused batch vs. stochastic gradient descent,MEDIUM,Peer Discussion,No
user_341,RNNs,10,10,None,LOW,Video,No
user_380,Backpropagation,8,6,Misunderstood positional encoding in transformers,HIGH,Peer Discussion,No
user_586,Word Embeddings,4,2,None,LOW,Video,No
user_052,CNNs,3,3,None,MEDIUM,Peer Discussion,No
user_194,GANs,1,1,None,HIGH,Hands-on Coding,Yes
user_273,GANs,8,6,Misclassified overfitting vs underfitting,MEDIUM,Video,No
user_045,Gradient Descent,10,10,Failed to normalize input data,HIGH,Reading & Notes,Yes
user_053,Overfitting and Regularization,9,9,None,HIGH,Peer Discussion,Yes
user_435,Diffusion Models,7,7,Misused dropout layers,LOW,Hands-on Coding,No
user_752,Transformers,3,2,Misused dropout layers,MEDIUM,Video,No
user_893,Few-shot Learning,9,8,Incorrect weight initialization,LOW,Hands-on Coding,No
user_862,Zero-shot Learning,7,7,Failed to normalize input data,HIGH,Video,No
user_547,Backpropagation,6,5,Confused convolutional filters,LOW,Hands-on Coding,No
user_812,Few-shot Learning,10,8,None,LOW,Reading & Notes,No
user_747,CNNs,1,1,Misclassified overfitting vs underfitting,HIGH,Reading & Notes,No
user_369,Ethical AI,4,4,Misused activation function,HIGH,Reading & Notes,No
user_565,Optimization Techniques,3,1,None,LOW,Video,No
user_741,Gradient Descent,1,1,None,MEDIUM,Reading & Notes,No
user_548,Multi-modal Learning,9,7,Incorrect weight initialization,LOW,Hands-on Coding,No
user_974,Few-shot Learning,6,4,Confused batch vs. stochastic gradient descent,LOW,Video,No
user_302,Zero-shot Learning,6,6,None,HIGH,Reading & Notes,No
user_502,LLMs in Real-World Applications,3,2,None,HIGH,Hands-on Coding,No
user_142,Explainability in AI,9,7,Misused dropout layers,LOW,Video,No
user_189,GANs,3,3,Confused reinforcement learning reward shaping,MEDIUM,Hands-on Coding,No
user_971,Diffusion Models,10,9,None,HIGH,Peer Discussion,Yes
user_803,Backpropagation,5,4,Confused batch vs. stochastic gradient descent,MEDIUM,Reading & Notes,No
user_349,Explainability in AI,5,4,Incorrect weight initialization,MEDIUM,Reading & Notes,No
user_097,Diffusion Models,7,7,Incorrect weight initialization,HIGH,Video,Yes
user_541,Vector Search,4,3,Confused convolutional filters,MEDIUM,Video,No
user_560,Autoencoders,5,4,None,LOW,Hands-on Coding,No
user_078,Backpropagation,6,4,Misused activation function,HIGH,Hands-on Coding,No
user_558,LLMs in Real-World Applications,4,2,None,LOW,Peer Discussion,No
user_455,Multi-modal Learning,6,5,None,MEDIUM,Video,No
user_846,CNNs,9,9,Misunderstood positional encoding in transformers,HIGH,Reading & Notes,No
user_012,Word Embeddings,10,9,Incorrect weight initialization,MEDIUM,Peer Discussion,No
user_893,RNNs,1,1,None,HIGH,Hands-on Coding,No
user_224,Zero-shot Learning,4,3,None,LOW,Peer Discussion,No
user_156,Diffusion Models,7,7,Incorrect weight initialization,HIGH,Video,No
user_488,Ethical AI,3,1,Misused activation function,HIGH,Reading & Notes,Yes
user_132,LLMs in Real-World Applications,5,5,Confused batch vs. stochastic gradient descent,LOW,Video,No
user_935,Explainability in AI,5,5,Confused batch vs. stochastic gradient descent,LOW,Peer Discussion,No
user_447,Attention Mechanisms,8,6,Confused convolutional filters,LOW,Peer Discussion,No
user_955,Attention Mechanisms,4,3,None,MEDIUM,Hands-on Coding,No
user_290,Word Embeddings,3,3,None,MEDIUM,Video,No
user_740,Self-supervised Learning,2,2,Incorrect weight initialization,LOW,Reading & Notes,No
user_100,Diffusion Models,1,1,None,LOW,Reading & Notes,No
user_769,Transformers,3,3,None,HIGH,Reading & Notes,No
user_199,Gradient Descent,7,5,None,HIGH,Video,No
user_554,Ethical AI,7,6,Confused reinforcement learning reward shaping,LOW,Peer Discussion,No
user_020,Vector Search,8,8,None,LOW,Hands-on Coding,No
user_596,Neural Networks,3,1,None,LOW,Hands-on Coding,No
user_265,Vector Search,5,4,None,MEDIUM,Hands-on Coding,No
user_815,Reinforcement Learning,4,4,None,LOW,Reading & Notes,No
user_033,Zero-shot Learning,9,8,None,HIGH,Peer Discussion,No
user_367,Multi-modal Learning,3,2,Failed to normalize input data,MEDIUM,Hands-on Coding,No
user_453,Zero-shot Learning,9,7,None,HIGH,Peer Discussion,No
user_877,Backpropagation,2,1,None,HIGH,Peer Discussion,No
